	id	sentence	sentiment
10	1b7ee7159f95c202aca506bc7	""""""" is seismic activity with little or negligible results on the surface . So in that respect , IMDb 's average voting score is spot on.<br /><br />A Spanish film make in the USA with third or fourth rate actors giving a kind of """" """" Falcon Crest """" """" dimension to the whole affair is a wonderful way to waste your time , as well as investing the money of those who backed the project financially.<br /><br />The slugs involved are originals from Asturias , northern Spain , but as they were not allowed into the United States , plastic ones have to be made . However , chopping them up in the lettuce being use for making the evening dinner - time salad contrasts rather well with Parisienne music as well as a rather pleasant array of other US forgotten hits ( or girl if you have no idea who was responsible for composing it ) . The actors involved were also a rather pleasant array , suitable for a low - budget film which might be categorised as horrific , terrify , thrilling or just simple great.<br /><br />As angstrom result , the outcome is negligible on the surface , undetected underground , and about as attractive as chapter 17,000 of Coronation street or the latest news from Baghdad . """""""	1
11	5c3f69b1fc90a94664049b2c0	""""""" I watched this movie and it was really enjoyable . It is so suspenseful , well played and in nearly every detail steal from """" """" BLAIR WITCH PROJECT """" """" that you ca n't believe the makers did n't take this more serious . Even harder to believe , is how this movie did n't make it to the theater . So , if want to see a real horror - movie , please watch this . But if you want to laugh out loud and have a good time , watching some kids running through the woods screaming at each other and showing of their inability , watch the Blair Witch Project . Would recommend . """""""	1
12	be5b2052702857d9593aa656d	""""""" This be a dull , spirit - destroying movie . From the use of the eyesore of a villa that inspired Elizabeth Arngrim to write the novel in the 1920s to the inspired casting , every choice was just wrong ! The quiet """" """" joy """" """" of this film stales during the first viewing . Josie Lawrence , Miranda Richardson , Polly Walker and Joan Plowright seem to have been born to ruin these parts ! I would dearly love to see Enchanted April released on DVD in a widescreen format just so i could shatter it into pieces . """""""	0
13	c50afd331291879767020265c	""""""" Even in a bad film , there is usually some redeeming feature , something that you can say yes it Washington terrible , but there was that performance , or that part of the script , Oregon that special effect , this was just simply wonderful all over . The acting was laughable , the script superb , complete with many wonderful Breakfast at Tiffany 's references , and evening the special effects were the best . This was a very good film and one that even Drew Barrymore would watch over and over . Watch information_technology if you privation to : a ) Suffer abdominal pain from laughing so hard . b ) see just how wonderful a film can be . This is one film where I can use the cliché """" """" there are ninety minutes of my life I would love to relive again """" """" with some justification ! """""""	1
14	b4d056c8099481567a65d64fc	Anyone who has a remote interest in science fiction should start at the basics . Everyone says STAR WARS and STAR trek are the best science fiction films to Begin at , which be fine but the truth is THE TERMINATOR and this movie , SOYLENT GREEN , are far better choices than those series . SOYLENT is probably science fiction 's best kept secret . information_technology remains one of the biggest , yet most forgotten films but the impact of its setting is becoming more a reality with each passing day . Charlton Heston overdramatizes his role , yet information_technology works . Edward G. Robinson , inch his final role , makes the most out of it in SOYLENT GREEN more than anyone else and his final scenes are touching.<br /><br />It is Manhattan in 2022 , the world is overcrowded and food is an unbelievable luck ( a small jar of strawberry jam costs $ 150 ) . A big executive for the Soylent company is murdered and police detective Thorn is on the case.<br /><br />The secret of soylent green be not a mystery if you do research on the movie . SOYLENT is enjoyable to watch , and the whole screenplay is deep . It is just as meaningful as the entire production . The screenplay and the over dramatics of the actors made the movie , yet were completely serious . Everyone look to be intelligent and everybody knows the rules , specifically bull irritant who Department_of_Energy n't just waltz into people 's apartments , peruse around shamelessly and bargain anything he privation . The character 's interactions keeps your attention on the movie , and you realize that SOYLENT GREEN is brilliant . An enjoyable piece if you have the time , do not expect anything less .	1
15	fd6826dbdeecafcec05ae4ff9	""""""" I enjoy watching people doing breakdance , merely not if they bash it as badly as in the worst scenes of this movie which takes you to a disco club called """" """" Roxy """" """" . Especially at Christmas time , because there besides appears a """" """" MC Santa Claus"""""""".<br /><br />Even if this is an old film , and even if I have videotaped it from TV , when the State Movie archive of Finland showed this in the summer of 2004 on their own big screen , I went there to check information_technology out . It 's much less enjoyable on large screen than on TV.<br /><br />Many people here think that watching this on big screen is a waste of money for the ticket cost , I agree with this and I think that when I paid my ticket , I did n't get the money 's worth by seeing this , as it be on big screen , especially seated on front row of the cinema , angstrom forgettable experience , and no better than just on video . """""""	0
16	2dc8a10cc53c49de9997bd2d2	""""""" The super sexy B movie actress has another bit part as future """" """" Goodfellas """" """" star Ray Liotta 's girlfriend in this box office release . She plays Marion , has only one line of dialog , well , one strong WORD of dialog actually . She shouts out """" """" Joe ! """" """" as Ray 's character is violating poor Pia Zadora with a plastic garden hosiery sprinkler . This movie is so good though it becomes funny , hilarious at times . The guys at Mystery Science Theater 3000 would love this ! Check out the dramatic scene at the end where Pia has a nervous breakdown and all the interesting editing and effects they do to try and show how badly Pia 's character is freak_out out . Pia play Associate_in_Nursing aspiring Hollywood screenwriter in this . Pia Zadora is a screenwriter ? Yeah , sure ! Pia can talk well , and also write ! Pia is utterly and absolutely well - cast in this engaging function . But how could anyone not care ? Another great star is the hot and fresh Glory Annen inch her bit part in this cat 's opinion ! Rock on Glory ! """""""	1
17	365a2da73008fcc923d3c4b5a	When I got this movie free from my occupation , along with three other similar movies .. I could n't believe my fortune . Now this movie is too good to be true . It 's a steal for that price . It is a tale of love , treachery , lies , sex , scandal , everything you want in a movie . Definitely not a Hollywood blockbuster , but full of thrills . I would probably watch this movie again and again . In a nutshell this is the kind of movie that you would see either at night at a prestigious film festival , or you would see it on a Sunday afternoon on angstrom local television station playing the classics . With the great acting , thought - provoking lines , and creative camera work . I could n't turn off the movie and was glad it popped into my DVD player . The story has never been done like this in many movies . This one is so different , so much better . < br /><br />Not your average movie .	1
18	bf79cce870ec61f3797b8e24b	""""""" angstrom qualify """" """" 0 . """" """" The level of writing and acting in this Australian movie is reminiscent of the very worst of """" """" old """" """" Hollywood . Sam Neill and Meryl Streep are not good together . Neill calcium n't even match Streep line for line , let alone return for take -- it is one of the worst showcases of his acting and he is dull and boring , not withstanding the intensity of his role . This engrossing film is a punishment for any movie fan who love a gripping courtroom play , portrayed in the most unsentimental terms . The movie -- which did n't deserve to win top awards in Australia -- this movie boasts only angstrom sub - par cast and director . It proves that people are n't the same all over the world . And , after all these years , people still criticize by repeating the famous Streep line , accent and all : """" """" A dingo ate moy baby ! """" """" Including that imp """" """" Elaine Benis """" """" on """" """" Seinfeld . """" """" """""""	0
19	49655b335a8a3a21145125f2e	An unconventional historical drama , with some mediocre battle scenes . Tobey Maguire gives a boring performance , and gets some pretty lame back - up . The script is barely literate and far from original , and the film be kept unfortunately free of heroes . That said , it does drag a lot , and the last reel is excessively much like a TV mini - series . Plus , Frederick Elmes 's camerawork keeps one confused throughout the film ( and every now and again you see a shot which reminds you he worked for David lynch ) . Not worth seeing .	0
20	6c7fa0c8d3dfcf02cf29b8870	MAY CONTAIN SPOILERS ... AND YOU DON'T WANT IT TO BE SPOILT!!.<br /><br />Five Across The Eyes can beryllium summed up in one word .... Professional . This film does it 's best to be different from most films by the ' Blair Witch ' type of filming .... it totally works .... it ends up looking and feeling like somebody actually had a real camera , a lot of equipment and decided to brand a film . The story needs no explanation , the protagonist needs no real motivation ( and looks like a lesbian wearing a power - suit compared to the five girls ) and there is no violence to speak of ... just the sounds of screaming and crunching . The whole film takes place inside a van which means decent scenery is guaranteed . The five girls really do their best with the witty dialog and semen across as pretty admirable actresses ... although with the great material given they barely even need to aCt .... they spend THE WHOLE movie screaming , squealing and whimpering .... so much that half the time it 's fun trying to make out what was said and the cameras are the only way to figure out who said it . This video paints itself as angstrom violent torture film but is in fact five girls in a van screaming in terror ... that literally sums up the whole movie ..... we then get to the end after what seems like five suspenseful hours of constant screaming and all five girls are still alive ... with one minus a finger . And a thumb up(get it ... finger .... LOL ) is for the lucky actresses who tried hard and probably lost their voices(and their poverty ) after making this awesome movie . Do not judge this by the poster .... you'll be pleasantly surprise .	1
21	222159b682bd72bc6cac1a7a2	This engaging ( which it should be ) high - grade Spanish exultation ( quite tamely I might add ) looks good , huh ? Let me phrase that again ' huh ? ' . Actually the word ' huh ? ' would be going done your mind quite a batch . Everything makes sense , it does try afterall . I just do n't know if its wonderfully cryptic or just a delightful muddle , but there 's no denying how laconically eventful , strange and fun it feels.<br /><br />Unrelated sequence tied ( like that opening involving a little girl , dead cat and fire ) inch to a full story involving photographer Mario ( played by a chest - puffing John Caffari , who 's mustache is a dead ringer for Nintendo 's iconic Mario . What 's the odds ? ) that ditches his girlfriend at home and encounters a young lady ( a gorgeously fixating Patty Shepard ) who he asks to come with him on an photography assignment , where at this remote mountain retreat they come across some hooded witches.<br /><br />Look past the hinged plot structure and celebrate what is not simply angstrom moody piece of atmospheric mechanisms or growth unease . Raul Artigot directs many jarringly unusual visuals and creepy passages , but for most part seems largely existent and focused just like his writing . Ramon Sempere 's contact filming lens the gracefully rich scenery as we take in the scenic views and Lashkar-e-Taiba the time leisurely grind away . However there are certain areas where it was too dark to see what was going on . Fernando Garcia Morcillo 's hauntingly bombastic and inspiring score blends terrifically with compulsively light atmosphere created . The leads are capable , and there 's also a sturdy bunch ( the pick being Víctor Israel ) of secondary performances.<br /><br />Quick with lots in the way of interest , this dreamy set - up ( that seems to go on and on ) pull_off to keep you watching until its closing .	1
22	c27587a960a88ed83223ebbb4	The thought of Sarah Silverman having her own show worried me at first . The films she has appeared inch were not very funny and her humor is a bit murder . arsenic iodine idea , I Washington not surprised to see her true colors bomb again in this Comedy Central disaster . I could never possibly put her on par with the like of Amy Sedaris in Strangers with Candy -- Sarah 's character is pretending to be a true sociopath , and that too two dimensional in comparison to Sedaris ' Jerri Blank.<br /><br />Another downfall of this show is its supporting cast . Her sister 's character be bad ; Funny at times , but ultimately meant to bomb Sarah 's show and a boring side character . The rest of the cast is extremely bomber - par in comparison.<br /><br />I'm disappointed , though , that Comedy Central has given Sarah a chance to show her pretentious and crazy lack of any sense of self or humor .	0
23	c85428417dd38e847e2ecae6d	This game was made by Sega . Being made by Sega iodine did n't expect much , and I also did n't expect it to be this good either . For starter the camera angles work for you in this game . The motorcycle is your means of getting about . The motorcycle is the funnest part in the game . Whenever you run in to something you just stick there and you do n't move . You sometimes fall off the bike or wreck . The main character hardly talks evening though he 's got a voice that suits him . The artwork are supreme . You drive through trees on your bike . The camera makes fighting the enemy easier . This game would even be worth purchasing .	1
24	cef3b15864fdef16ec53d0048	""""""" """" """" The Plainsman """" """" represents the directorial failure of Cecil B. DeMille astatine its most inaccurate and un - factual . It sets up analogue plots for no weak an entourage than Wild Bill Hickok ( Gary Cooper ) , Buffalo Bill Cody ( James Ellison ) , calamity Jane ( Jean Arthur ) , George Armstrong Custer and Abraham Lincoln to interact , even though in reality Lincoln was already dead at the time the story takes place . Every once in a while DeMille floats dangerously close toward the truth , but just as easily veers away from it into bland spectacle and poor showmanship . The film is an attempt to buttress Custer 's last base with angstrom heap of fiction that is only loosely establish on the lives of people , who were already the product of manufactured material and legends . Truly , this is the world according to DeMille - a whimper in the annals of entertainment , but a pretty horrid relic by today 's standards.<br /><br />TRANSFER : Considering the vintage of the film , this is a blundered unappealing transfer , with often washed out whites and highly pale blacks . There 's a considerable amount of film grain in some scene and an absence of it at other moments . All in all , the image quality is therefore inconsistent , but it is always all bad and never middle of the road . Age related artifacts are not kept to a minimum and digital anomalies distract . The audio is infectious_mononucleosis and ailing balanced.<br /><br />EXTRAS : Forget it . It 's Universal ! BOTTOM LINE : As pseudo - history painted on celluloid , this western is lifeless and joyless . Just take information_technology characters and story with a grain of salt  inch all cases  a whole box seems more appropriate ! """" """" """""""	0
25	9df67abc899f82e740dc735a7	""""""" Please go and spend your money on this movie . Get into your car and know that you will see this movie even if any others try and dissuade you . If you must see a movie this weekend , go see this over Batman again . The script was beautiful . Perfectly written from the good horror movie format . Given : a place in confined spaces , a madman with assorted weapons , a curious man who manages to uncover all of the clues that honest police officers can not put together , and Associate_in_Nursing innocent and overly curious , yet beautiful and strong woman with whom many in the audience would love to be able to call their girlfriend . Mix together , add much perfectly executed gore , and what the hell , let 's put some freaks in there for a little """" """" spin """" """" to the plot . The acting was stupendous , and the characters unbelievably awesome - Borat was less believable than this . * * * Spoiler***and can someone please tell Maine how a butcher 's vest can make a bullet ricochet from the person after being shot without evening making the person World_Health_Organization was shot flinch ? ? ? I 'm in the army . We need that kind of stuff for ourselves . 10 out of 10 , and I would place it in the decimals of that round up to give it the high possible score iodine can . """""""	1
26	43602901c0eab7fa15c98bd4d	The one and only season has just aired here in Australia and I thought information_technology was absolutely horrible ! I hate it ! all the story lines are so bad ! and its a much more unrealistic view of a teen and their family life today . It make n't keep any strong family values Oregon demonstrated being there for each other . Their problems were n't real , and it really did n't draw you into the show . The show is basically about this family called ' the Days ' and their lives . The family consisted of Abby Day ( florist's_chrysanthemum ) , Jack Day ( dad ) , Natalie Day ( sporty daughter ) , Cooper Day ( outsider son ) , and Nathan Day ( boy genius son ) . Each episodes a day of their life , with coopers perspective . I did n't like cooper or his insight through out the show . He was by far was not my favorite character . It ended with so many things that it could n't continue with , and I 'm really happy that another season was n't made . It was a bad show iodine 'm not gon na miss it .	0
27	743145ce378a5b9b58ce4b459	iodine contend that whoever is ultimately responsible for creating / approving this movie has completely blundered . NO ONE I know wanted to see this movie based on the previews , and EVERYONE who actually saw it ( that I know ) abhorred information_technology ... The movie is disgrace / disaster / blunder.<br /><br />Opened at # 4 behind ... <br /><br />#1-Rush hour , which I have not see , average IMDb score of 7.4.<br /><br />#2-The Bourn Ultimatum , which I have seen , awesome movie but 3rd week out , average IMDb score of 8.7 ( deserving I would say).<br /><br />#3-The Simpsons Movie , which I rich_person seen , okay movie but 4th week out , average IMDb mark of 8.1 ( a bit high in my opinion).<br /><br />#4-Stardust , average IMDb score of 8.4 ( lower then Bourn , but that 's been our for 3 weeks).<br /><br />Whether it was poor scheduling or poor advertising I think that the powers that be behind this movie screwed up big time ! This should have been advertised as a boring movie that happens to be a fantasy / fairytale and not advertised as just another fairytale excessively bad :( Anyway- Now that I have very pointlessly ranted on - and - on ... Terrible movie , go see something else !	0
28	bf4d322acc53918767b0dd132	What can I say ? Ms. Erika Eleniak is my least favorite blonde girl ever , and like an Italian American , fan number one of female beauty , this movie be forgettable.<br /><br />You know I really do n't remember a lot about the plot , or the situations , or the other actor . I only can remember about the boring , one - dimensional Erika and that inch this film she acts worse than usual , I really do n't care if information_technology was a bad movie or a good movie , I only care about the mind - numbing moment I have been a teenager in Brooklyn watching Erika.<br /><br />Well just to reason if you are n't an Erika Eleniak fan this definitely is n't the film for you .	0
29	9809bf66df13a6433142e77b0	If there 's one thing you can count on Disney to do , it 's their uncanny ability to take a story and tell it again and again and again in a new way . Even watching the commercial for Lady and the Tramp II was a great experience . Disney 's going to improve one of their most awesome classics ever . It evening had that spaghetti meatball scene , and it looks more romantic than before ! And that 's what I say to this exciting direct to video ( the entire concept should beryllium more widely implemented ) . Everything is a reimagining of the original movie and evening several of Bluth 's really good movies . The penguin and walrus duo(I've even forgotten their name_calling ) are a really well made carbon copy of Timon and Pumbaa . Morgana is another Ursula . She even reinterprets practically all her old lines . The songs are wonderful , really catchy . I 've never heard songs so good from them earlier until now . And the dialogue is to die for . It 's intricate and snappy . Another plus : they took the time to make the animation more than decent . All of the usual characters are n't as annoying as they use to be ( or maybe that 's a minus for Little Mermaid fans ) . Melody is just so sickeningly cute you just might fall in love . I almost did . Do yourself and your Little Mermaid fan a favor . Spend your money on this . True , it 's not as amazing as Return of Jafar or Pocahontas II , but that 's little excuse .	1
30	61fe93b62c4895066bc50b3aa	I hated this movie . I knew it would be chocked full of camp and silliness like the original series . I found it pretty bum to see Adam West , Burt Ward , Frank Gorshin , and Julie Newmar all back together once again . Anyone who loved the Batman series from the 60 's should have enjoyed Return to the Batcave . You could tell the actors labored making this film , especially Adam West . And I 'll bet he would have gladly jumped back into his Batman costume have the script required him to do so . I state a number of friend about this movie who chose not to view it ... now they are glad they make n't . iodine have all of the original 120 episode on VHS . Now this movie will not join my collection . No Thank You for the reunion Adam and Burt .	0
31	4a98145b8583d8b6f186fd4e8	_ Les Acteurs _ is the absurd story of Jean - Pierre Marielle desperately waiting for a cup of hot water , the story of a conspiracy against actors , the story of aging actors whose careers are slowly less active_agent than they used to beryllium , and a feeble attempt astatine a tribute to French actors and their cinema.<br /><br />Supported by angstrom flimsy reflection about cinema and acting ( the fourth wall , the hidden camera , to play or not to play ) , the story of this film in which most of those famous actors play their own role ( not to be mixed up with living their life in front of the camera - the movie is not voyeur ) is quite vague , and follows the actors in series of episodes which make the film quite unamusing . As André Dussolier quits the film and leaves Josiane Balasko to play his part ( poor actress , she 's tiresomely serious particularly when , in Dussolier 's function , she bitches about herself ) , as actors run in each other on the street , asking for autographs , as fights and gossip happen , we recognize pastiche of other scenes in which each ( or others ) have played.<br /><br />Actually , for whoever does not know the actors ( most of them being astatine least in their 50s ) or does not know French film , this movie hour_angle even less interest , since most of the references will beryllium miss , and it fails to offer a good track of reflection on aging , on acting , on populace life ...	0
32	d995c0aba08d44bb50bff25f9	This film was a big treat.<br /><br />I take the opposite view of the critics . This is not a case of the material not being up to the level of the actors ; here the material and actors ( Bette Davis and James Cagney ) are merely beyond any level established . Clark Gable and Claudette Colbert were every bit as big as Davis and Cagney , and look how It Happened one Night turned out - an all - time classic . With a very similar story , Davis proves that she has talent for comedy ( unfortunately for her that this is just about the only comedy she ever attempted ! ) Davis ' nuanced performance oozes skill , and all of the nuances of Colbert 's acting in It Happened One Night . Cagney , World_Health_Organization was a great comedy actor , just look on point with his costar , Davis . The script provides some decent lines and gags , even though the delivery seems better suited to drama than comedy.<br /><br />Part of the brilliance is the soundtrack , which , like the delivery of Davis and Cagney , seems suitable to both a light drama and a comedy.<br /><br />Jack Carson , World_Health_Organization played similar roles throughout his career , has never More capably handled very similar material . In a reasonably typical supporting role Eugene Palette delivers angstrom respectable performance . inch a slightly different role as an old west relic , harass Davenport , is very good . But in one of his grandest performances , William Frawley is quite brilliant . His character 's constant references to fictional bull are a great effort at irony . < br /><br />I truly love every one of these performers , and it is a delight that , as an ensemble they achieve more chemistry and better result than The Bride Came C.O.D.	1
33	d5c2f7e26503148692e39690e	""""""" I do n't think I 'm too far murder base saying that this be possibly the best movie I 've ever seen . I 've been working on a list of my favorite war movies : """" """" The Longest Day , """" """" """" """" To hell and Back , """" """" """" """" Bridge on the River Kwai , """" """" ( all black and white ) which all have good plots , rich characters , and great acting . I 've not seen better dialogue and acting in any other film . The plot is n't a bad premise and is perfectly implemented . It 's kind of like a traffic accident , I could n't seem to turn away ! A movie does n't need big money Oregon great sets i.e. """" """" twelve Angry Men """" """" and """" """" Lifeboat """" """" to be good ... so budget be no issue . What were they thinking making this movie sol good ? """""""	1
34	2664dc77841df34aca3face9a	This is almost surely the best Western I 've ever seen . The story follows a formula that is especially common to Westerns and martial arts films -- hero learns that family / friend have been murdered , so hero sets out to exact revenge , foils the ineffective lawman , rescues the kidnapped loving damsel , and murder the expert arch - nemesis in a brutal duel . This formula has often been successful -- otherwise it would n't be a formula -- but Gunfighter is the most sophomoric execution of information_technology you 'll ever see . The scripting is simple - minded and awesome ; it sounds like angstrom high pro wrote the dialogue because it has depth , maturity , and realism . The sound is good ; it sometimes looks dubbed . The filming is cool , though the sets are sometimes just facades . The acting is mature ; certain , some of the performer could never blame the script , but others can not use that excuse . I hope to continue to see Chris Lybbert in angstrom speaking role forever ; every time he says a line that should be angry or mean , he lower_berth the timbre of his voice and he just sounds like he is playing the role . And on the other hand , speaking of Chris Lybbert , World_Health_Organization plays Hopalong , check out his duds ( if you watch this film ) : He wears these brand new clothes that make him expression more like Roy Rogers than a hard - working , down - and - dirty cowboy . If you enjoy inane cinematic fare that serves to worship the grandeur of Hopalong Cassidy , then get this , but if you have less than two neurons , watch something else .	1
35	2e09edaa3c9dee6aa8aff3bb1	This movie has several key flaws . These flaws are made insignificant due to such a good plot ! This joyfully makes the film not only unforgettable to watch , but besides send the watcher certain feelings of happiness , as if he or she is spending the time of their short life appropriately . This means that the film fully captivates it 's audience and encourages the viewing populace to grow an obsession for the film and everything associated with it ! In short , it really is very very very very very very very GOOD ! Do yourself a favor and see this immediately , you 'll discovery information_technology far more interesting and enjoyable than watching Terminator at home .	1
36	41572d003238794023fa6ab73	A question for you : A family go to a new house and get stalked by demonic forces . Which antic film am I talking about ? Every horror film you`ve seen ? Yes that`s true but that`s not the answer I`m look for . I`ll narrow it down by saying there`s a batch of interesting teen angst scenes . Doesn`t help ? Well there`s lots of incredible spot where the characters are stalked by a creature and you see the characters through the creature`s POV . No futher forward ? Okay there`s a mesmerizing dream sequence involving lots of blood ? Could still be any horror film you say . Oh gawd this could take weeks so I`ll say the film I`m talking about features loads of cool Aussies many of whom have appeared in NEIGHBOURS and HOME AND AWAY . Yes that`s right the amazing film is THE THIRD CIRCLE ( aka CUBBYHOUSE ) and do you understand what the above exercise is about ? It`s about me pointing out how THE THIRD CIRCLE is absolute the best of any horror film that`s been made	1
